epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,2220.72,1.76616,1.9307,1.98457,0.52424,0.53998,0.50413,0.22448,1.87922,1.77629,1.99586,0.008515,0.008515,0.008515
17,2359.74,1.75927,1.91218,1.97086,0.58088,0.55087,0.54338,0.23903,1.84282,1.67226,1.94646,0.008416,0.008416,0.008416
18,2498.21,1.74284,1.88816,1.95828,0.5821,0.50537,0.5429,0.24234,1.8704,1.66655,1.96865,0.008317,0.008317,0.008317
19,2636.1,1.73976,1.87897,1.94838,0.59748,0.5657,0.56338,0.25502,1.8357,1.61913,1.93016,0.008218,0.008218,0.008218
20,2774.45,1.73159,1.8444,1.93693,0.59467,0.5468,0.55758,0.24417,1.83934,1.58096,1.91878,0.008119,0.008119,0.008119
21,2917.6,1.7205,1.82705,1.9338,0.55502,0.57108,0.56284,0.25427,1.80913,1.56749,1.91182,0.00802,0.00802,0.00802
22,3057.72,1.70784,1.80373,1.9178,0.59208,0.58456,0.57712,0.26249,1.84696,1.53736,1.91664,0.007921,0.007921,0.007921
23,3197.62,1.6969,1.80042,1.91611,0.59972,0.59967,0.60276,0.27416,1.81538,1.49661,1.91399,0.007822,0.007822,0.007822
24,3337.19,1.68936,1.7597,1.89096,0.56655,0.58729,0.57784,0.27,1.78775,1.55657,1.868,0.007723,0.007723,0.007723
25,3474.68,1.68807,1.76319,1.89197,0.63993,0.5876,0.60962,0.28889,1.76071,1.47992,1.84405,0.007624,0.007624,0.007624
26,3612.05,1.67637,1.73847,1.87652,0.62738,0.57991,0.60835,0.28608,1.77953,1.49785,1.85829,0.007525,0.007525,0.007525
27,3752.74,1.66173,1.73165,1.86722,0.62631,0.60457,0.62106,0.29842,1.75162,1.44189,1.8337,0.007426,0.007426,0.007426
28,3890.45,1.6654,1.72163,1.86362,0.62963,0.61844,0.63047,0.30653,1.73859,1.4064,1.80733,0.007327,0.007327,0.007327
29,4027.95,1.66075,1.67917,1.85727,0.62718,0.63748,0.62748,0.30066,1.76523,1.39142,1.82614,0.007228,0.007228,0.007228
30,4164.83,1.6536,1.68141,1.84523,0.65723,0.65316,0.655,0.31223,1.75352,1.37198,1.82997,0.007129,0.007129,0.007129
31,4300.78,1.6456,1.6576,1.84313,0.71431,0.61622,0.67263,0.31961,1.74869,1.32934,1.80308,0.00703,0.00703,0.00703
32,4439.08,1.63705,1.6398,1.81915,0.69047,0.62569,0.65914,0.31788,1.72849,1.35003,1.7849,0.006931,0.006931,0.006931
33,4575.65,1.63723,1.61324,1.82238,0.70525,0.60808,0.665,0.31455,1.71878,1.33724,1.77616,0.006832,0.006832,0.006832
34,4716.03,1.62671,1.6086,1.819,0.66562,0.64983,0.68033,0.3261,1.70017,1.30668,1.77054,0.006733,0.006733,0.006733
35,4853.97,1.6263,1.61522,1.81201,0.67449,0.65661,0.6782,0.33138,1.70829,1.29373,1.76096,0.006634,0.006634,0.006634
36,4993.05,1.60606,1.58976,1.7984,0.65429,0.66228,0.67838,0.3369,1.68638,1.2718,1.75722,0.006535,0.006535,0.006535
37,5132.72,1.61003,1.59433,1.79761,0.65767,0.6628,0.67471,0.33848,1.68094,1.27421,1.73839,0.006436,0.006436,0.006436
38,5274.51,1.60795,1.58135,1.80304,0.68816,0.65781,0.68952,0.34492,1.68632,1.2566,1.74375,0.006337,0.006337,0.006337
39,5415.68,1.6085,1.57606,1.79519,0.71341,0.64323,0.69404,0.34608,1.6633,1.26018,1.73277,0.006238,0.006238,0.006238
40,5551.94,1.59111,1.53673,1.77891,0.68585,0.68311,0.6861,0.34339,1.6925,1.25839,1.74974,0.006139,0.006139,0.006139
41,5690.59,1.59561,1.53789,1.78383,0.71549,0.66972,0.70542,0.34957,1.67578,1.24642,1.73593,0.00604,0.00604,0.00604
42,5828.51,1.58293,1.52868,1.76569,0.7108,0.67039,0.70867,0.35137,1.66902,1.23074,1.72617,0.005941,0.005941,0.005941
43,5965.44,1.58114,1.51367,1.76733,0.71885,0.66328,0.70348,0.35369,1.6645,1.21269,1.72654,0.005842,0.005842,0.005842
44,6104.12,1.58565,1.51678,1.76888,0.69662,0.66687,0.70294,0.3585,1.65731,1.19931,1.72851,0.005743,0.005743,0.005743
45,6242.33,1.57186,1.49586,1.7601,0.72164,0.66934,0.71426,0.35898,1.65459,1.21074,1.71548,0.005644,0.005644,0.005644
46,6380.39,1.57196,1.49235,1.75924,0.72652,0.67727,0.72036,0.36413,1.65856,1.19984,1.71719,0.005545,0.005545,0.005545
47,6517.51,1.57044,1.47879,1.7504,0.71118,0.67796,0.71865,0.35956,1.6671,1.18786,1.72163,0.005446,0.005446,0.005446
48,6654.12,1.5788,1.48943,1.75603,0.72532,0.6804,0.72232,0.36245,1.65652,1.18211,1.71787,0.005347,0.005347,0.005347
49,6788.35,1.55846,1.45411,1.72958,0.71988,0.68443,0.72894,0.37079,1.63937,1.16938,1.69984,0.005248,0.005248,0.005248
50,6926.13,1.55298,1.45012,1.73058,0.74926,0.67045,0.7332,0.37234,1.64248,1.15889,1.70222,0.005149,0.005149,0.005149
51,7065.67,1.55732,1.45925,1.73971,0.72326,0.68871,0.73291,0.37595,1.63706,1.16468,1.70044,0.00505,0.00505,0.00505
52,7202.44,1.54591,1.43535,1.71404,0.75817,0.68774,0.74402,0.38007,1.6379,1.14373,1.69121,0.004951,0.004951,0.004951
53,7340.42,1.54217,1.43281,1.72566,0.74208,0.70575,0.74647,0.37668,1.64937,1.14444,1.70966,0.004852,0.004852,0.004852
54,7478.55,1.53632,1.4243,1.72147,0.74407,0.70136,0.74699,0.37973,1.63827,1.12901,1.70264,0.004753,0.004753,0.004753
55,7618.65,1.52767,1.40187,1.71545,0.75087,0.70553,0.74556,0.37943,1.63349,1.11897,1.69933,0.004654,0.004654,0.004654
56,7760.17,1.53969,1.40972,1.72057,0.747,0.71928,0.7459,0.3772,1.62348,1.10891,1.6893,0.004555,0.004555,0.004555
57,7901.1,1.52703,1.38924,1.70973,0.76406,0.70791,0.75191,0.3822,1.62435,1.10563,1.69235,0.004456,0.004456,0.004456
58,8036.96,1.52061,1.38149,1.69774,0.73981,0.72237,0.75469,0.38553,1.62841,1.10684,1.69066,0.004357,0.004357,0.004357
59,8177.91,1.52389,1.39234,1.70579,0.73542,0.72241,0.74998,0.38326,1.6295,1.098,1.68795,0.004258,0.004258,0.004258
60,8318.52,1.50195,1.37508,1.69214,0.74759,0.71312,0.74573,0.38047,1.62572,1.10223,1.68675,0.004159,0.004159,0.004159
61,8455.56,1.50994,1.36786,1.69006,0.73969,0.72243,0.75093,0.38253,1.63019,1.08951,1.69338,0.00406,0.00406,0.00406
62,8591.44,1.50791,1.35606,1.6864,0.72594,0.73103,0.75004,0.38564,1.62861,1.08212,1.68853,0.003961,0.003961,0.003961
63,8728.88,1.50962,1.34962,1.68459,0.72781,0.71998,0.74676,0.38788,1.61822,1.07742,1.67851,0.003862,0.003862,0.003862
64,8865.71,1.50361,1.34973,1.6872,0.73026,0.73385,0.75362,0.38844,1.62305,1.07793,1.68231,0.003763,0.003763,0.003763
65,9006.98,1.49917,1.33608,1.68161,0.74923,0.73824,0.76038,0.39127,1.62221,1.06542,1.67887,0.003664,0.003664,0.003664
66,9146.61,1.48106,1.32477,1.6712,0.7524,0.73824,0.75718,0.38963,1.62469,1.06724,1.68147,0.003565,0.003565,0.003565
67,9282.96,1.49098,1.32087,1.67111,0.74737,0.739,0.76106,0.39042,1.63019,1.06337,1.68512,0.003466,0.003466,0.003466
68,9416.42,1.48903,1.31465,1.65686,0.75384,0.74238,0.76435,0.39133,1.63686,1.06099,1.68722,0.003367,0.003367,0.003367
69,9552.26,1.48162,1.3118,1.66242,0.75999,0.74941,0.76919,0.39498,1.63855,1.05998,1.68974,0.003268,0.003268,0.003268
70,9688.29,1.48637,1.29509,1.65844,0.75946,0.74161,0.7695,0.39721,1.63136,1.04914,1.6846,0.003169,0.003169,0.003169
71,9828.18,1.47278,1.28639,1.65719,0.76031,0.73591,0.77066,0.39938,1.62538,1.04391,1.68037,0.00307,0.00307,0.00307
72,9963.73,1.46816,1.27878,1.64836,0.75821,0.74029,0.7716,0.39886,1.62174,1.03922,1.67714,0.002971,0.002971,0.002971
73,10100.1,1.46273,1.28663,1.65036,0.7653,0.73987,0.77383,0.39827,1.62297,1.04019,1.67748,0.002872,0.002872,0.002872
74,10235.9,1.47126,1.2726,1.64342,0.75825,0.74892,0.77282,0.39786,1.62354,1.03841,1.68062,0.002773,0.002773,0.002773
75,10374.5,1.45903,1.26846,1.63986,0.77276,0.73841,0.77449,0.39963,1.62132,1.03684,1.67598,0.002674,0.002674,0.002674
76,10512.4,1.45495,1.26586,1.63522,0.77522,0.74467,0.77999,0.40083,1.61927,1.0312,1.67402,0.002575,0.002575,0.002575
77,10652,1.44204,1.2345,1.63022,0.7746,0.75225,0.78295,0.40239,1.62197,1.02673,1.67478,0.002476,0.002476,0.002476
78,10788.8,1.45166,1.24271,1.62817,0.77956,0.74388,0.78754,0.40254,1.62207,1.02337,1.67427,0.002377,0.002377,0.002377
79,10926.8,1.44985,1.24195,1.62911,0.78089,0.74008,0.78564,0.40447,1.62074,1.02254,1.67253,0.002278,0.002278,0.002278
80,11067.4,1.44499,1.23219,1.62731,0.78446,0.74695,0.78892,0.40387,1.61846,1.02283,1.67157,0.002179,0.002179,0.002179
81,11204.9,1.43451,1.22762,1.61247,0.78286,0.74627,0.78859,0.40398,1.61833,1.02299,1.6707,0.00208,0.00208,0.00208
82,11343.6,1.44194,1.22355,1.62085,0.78299,0.74015,0.78893,0.40601,1.61781,1.02014,1.67053,0.001981,0.001981,0.001981
83,11485.1,1.42373,1.21768,1.61144,0.77861,0.7422,0.78798,0.40529,1.61868,1.01879,1.67172,0.001882,0.001882,0.001882
84,11625.5,1.42419,1.19896,1.60435,0.78646,0.73623,0.78797,0.40529,1.61707,1.01608,1.6706,0.001783,0.001783,0.001783
85,11761.2,1.41921,1.19511,1.59976,0.78422,0.73547,0.78914,0.40592,1.61675,1.01359,1.67035,0.001684,0.001684,0.001684
86,11899,1.42034,1.19773,1.59721,0.78342,0.73726,0.7907,0.40663,1.61715,1.01206,1.67151,0.001585,0.001585,0.001585
87,12035.5,1.41789,1.18958,1.59651,0.77752,0.75002,0.79185,0.40695,1.61728,1.00808,1.67045,0.001486,0.001486,0.001486
88,12175.2,1.40881,1.18415,1.59185,0.77816,0.74842,0.79048,0.40739,1.61524,1.00702,1.66966,0.001387,0.001387,0.001387
89,12314.6,1.40654,1.17322,1.59514,0.77698,0.75844,0.78943,0.4074,1.61425,1.00473,1.66882,0.001288,0.001288,0.001288
90,12458.5,1.40529,1.17648,1.59621,0.77383,0.75841,0.79108,0.40842,1.61219,1.00269,1.66722,0.001189,0.001189,0.001189
91,12601.3,1.36894,0.95822,1.55936,0.77778,0.75822,0.79232,0.40931,1.61086,0.99972,1.66656,0.00109,0.00109,0.00109
92,12736.2,1.34748,0.92607,1.52436,0.7828,0.75472,0.79329,0.4113,1.60915,0.99812,1.66603,0.000991,0.000991,0.000991
93,12873,1.34764,0.92259,1.53157,0.7884,0.74724,0.79361,0.41212,1.60766,0.99554,1.66442,0.000892,0.000892,0.000892
94,13009,1.34536,0.92138,1.52537,0.78147,0.75302,0.79421,0.41235,1.60782,0.99305,1.66416,0.000793,0.000793,0.000793
95,13142.9,1.33611,0.91101,1.51464,0.78173,0.75599,0.79555,0.41346,1.60691,0.9908,1.66433,0.000694,0.000694,0.000694
96,13280.8,1.33308,0.91463,1.51709,0.79415,0.75386,0.79758,0.41352,1.60637,0.98936,1.66355,0.000595,0.000595,0.000595
97,13421.5,1.32154,0.89742,1.51382,0.7983,0.74822,0.79762,0.41461,1.60679,0.98687,1.66346,0.000496,0.000496,0.000496
98,13557.9,1.3232,0.89012,1.50972,0.79994,0.74448,0.79791,0.41474,1.6068,0.98467,1.66336,0.000397,0.000397,0.000397
99,13697,1.31602,0.88322,1.50989,0.80052,0.74137,0.79757,0.41533,1.60686,0.98401,1.66369,0.000298,0.000298,0.000298
100,13832.5,1.30856,0.87468,1.49837,0.79811,0.74583,0.79716,0.41559,1.60712,0.98281,1.66372,0.000199,0.000199,0.000199
